artistId,artistName,albumId,albumTitle,albumYear,albumGenre,songID,songTitle,songTrackNumber
18,Aerosmith,12,Just Push Play,2001,2,136,Avant Garden,12
18,Aerosmith,13,Nine Lives,1997,2,156,Nine Lives,1
18,Aerosmith,13,Nine Lives,1997,2,152,Falling in Love (Is Hard on the Knees),2
18,Aerosmith,13,Nine Lives,1997,2,154,Hole in My Soul,3
18,Aerosmith,13,Nine Lives,1997,2,159,Taste of India,4
18,Aerosmith,13,Nine Lives,1997,2,153,Full Circle,5
18,Aerosmith,13,Nine Lives,1997,2,158,Something's Gotta Give,6
18,Aerosmith,13,Nine Lives,1997,2,148,Ain't That a Bitch,7
18,Aerosmith,13,Nine Lives,1997,2,160,The Farm,8
18,Aerosmith,13,Nine Lives,1997,2,150,Crash,9
18,Aerosmith,13,Nine Lives,1997,2,155,Kiss Your Past Good-Bye,10
18,Aerosmith,13,Nine Lives,1997,2,157,Pink,11
18,Aerosmith,13,Nine Lives,1997,2,149,Attitude Adjustment,12
18,Aerosmith,13,Nine Lives,1997,2,151,Fallen Angels,13
18,Aerosmith,14,Permanent Vacation,1987,2,165,Heart's Done Time,1
18,Aerosmith,14,Permanent Vacation,1987,2,167,Magic Touch,2
18,Aerosmith,14,Permanent Vacation,1987,2,169,Rag Doll,3
18,Aerosmith,14,Permanent Vacation,1987,2,170,Simoriah,4
18,Aerosmith,14,Permanent Vacation,1987,2,162,Dude (Looks Like A Lady),5
18,Aerosmith,14,Permanent Vacation,1987,2,171,St. John,6
18,Aerosmith,14,Permanent Vacation,1987,2,164,Hangman Jury,7
18,Aerosmith,14,Permanent Vacation,1987,2,163,Girl Keeps Coming Apart,8
18,Aerosmith,14,Permanent Vacation,1987,2,161,Angel,9
18,Aerosmith,14,Permanent Vacation,1987,2,168,Permanent Vacation,10
18,Aerosmith,14,Permanent Vacation,1987,2,166,I'm Down,11
18,Aerosmith,14,Permanent Vacation,1987,2,172,The Movie,12
18,Aerosmith,15,Pump,1989,2,182,Young Lust,1
18,Aerosmith,15,Pump,1989,2,175,F.I.N.E.,2
18,Aerosmith,15,Pump,1989,2,176,Going Down / Love In An Elevator,3
18,Aerosmith,15,Pump,1989,2,178,Monkey On My Back,4
18,Aerosmith,15,Pump,1989,2,180,Water Song / Janie's Got A Gun,5
18,Aerosmith,15,Pump,1989,2,174,Dulcimer Stomp / The Other Side,6
18,Aerosmith,15,Pump,1989,2,179,My Girl,7
18,Aerosmith,15,Pump,1989,2,173,Don't Get Mad, Get Even,8
18,Aerosmith,15,Pump,1989,2,177,Hoodoo / Voodoo Medicine Man,9
18,Aerosmith,15,Pump,1989,2,181,What It Takes,10
18,Aerosmith,16,Toys In The Attic,1975,2,188,Toys In The Attic,1
18,Aerosmith,16,Toys In The Attic,1975,2,189,Uncle Salty,2
18,Aerosmith,16,Toys In The Attic,1975,2,183,Adam's Apple,3
18,Aerosmith,16,Toys In The Attic,1975,2,190,Walk This Way,4
18,Aerosmith,16,Toys In The Attic,1975,2,184,Big Ten Inch Record,5
18,Aerosmith,16,Toys In The Attic,1975,2,187,Sweet Emotion,6
18,Aerosmith,16,Toys In The Attic,1975,2,185,No More No More,7
18,Aerosmith,16,Toys In The Attic,1975,2,186,Round And Round,8
18,Aerosmith,16,Toys In The Attic,1975,2,191,You See Me Crying,9
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,198,Nightclub 1960,1
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,204,Vistaero,2
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,194,Carousel Requiem,3
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,201,Tango II,4
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,203,Under A Dark Moon,5
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,192,Bordel 1900,6
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,196,Indigo,7
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,195,Heru Mertar / Don't Go So Far Away,8
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,199,Parranda,9
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,200,Someday My Prince Will Come,10
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,193,Cafe 1930,11
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,202,They Love Me From Fifteen Feet Away,12
19,Al Di Meola,17,World Sinfonia/Heart Of The Immigrants,1993,4,197,Milonga Del Angel,13
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,755,Albert's Shuffle,1
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,762,Stop,2
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,759,Man's Temptation,3
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,757,His Holy Modal Majesty,4
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,760,Really,5
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,758,It Takes A Lot To Laugh, It Takes A Train To Cry,6
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,761,Season Of The Witch,7
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,763,You Don't Love Me,8
